filename,C,M,Y,K
0_6_1_K_0002.png,0,0,0,0
0_2_1_K_0022.png,0,0,0,0
0_1_1_K_0002.png,0,0,0,0
0_1_1_K_0016.png,0,0,0,0
0_8_1_C_0001.png,0,0,0,0
0_8_1_C_0015.png,0,0,0,0
0_7_1_K_0011.png,0,0,0,0
0_7_1_K_0005.png,0,0,0,0
0_8_1_M_0008.png,0,0,0,0
0_8_1_M_0009.png,0,0,0,0
0_3_1_K_0024.png,0,0,0,0
0_3_1_K_0030.png,0,0,0,0
0_7_1_K_0004.png,0,0,0,0
0_7_1_K_0010.png,0,0,0,0
0_8_1_C_0014.png,0,0,0,0
0_8_1_C_0000.png,0,0,0,0
0_1_1_K_0017.png,0,0,0,0
0_1_1_K_0003.png,0,0,0,0
0_2_1_K_0023.png,0,0,0,0
0_6_1_K_0003.png,0,0,0,0
0_1_1_M_0001.png,0,0,0,0
0_1_1_M_0015.png,0,0,0,0
0_1_1_M_0029.png,0,0,0,0
0_1_1_Y_0006.png,0,0,0,0
0_1_1_Y_0012.png,0,0,0,0
0_5_1_M_0009.png,0,0,0,0
0_4_1_C_0013.png,0,0,0,0
0_4_1_C_0007.png,0,0,0,0
0_6_1_M_0001.png,0,0,0,0
0_6_1_M_0015.png,0,0,0,0
0_2_1_Y_0026.png,0,0,0,0
0_2_1_Y_0032.png,0,0,0,0
0_6_1_Y_0006.png,0,0,0,0
0_2_1_M_0009.png,0,0,0,0
0_6_1_Y_0012.png,0,0,0,0
0_3_1_C_0013.png,0,0,0,0
0_2_1_M_0021.png,0,0,0,0
0_2_1_M_0035.png,0,0,0,0
0_3_1_C_0007.png,0,0,0,0
0_4_1_Y_0009.png,0,0,0,0
0_1_1_C_0020.png,0,0,0,0
0_1_1_C_0034.png,0,0,0,0
0_1_1_C_0008.png,0,0,0,0
0_5_1_C_0000.png,0,0,0,0
0_5_1_C_0014.png,0,0,0,0
0_7_1_M_0012.png,0,0,0,0
0_3_1_Y_0009.png,0,0,0,0
0_7_1_M_0006.png,0,0,0,0
0_3_1_Y_0021.png,0,0,0,0
0_7_1_Y_0015.png,0,0,0,0
0_2_1_C_0028.png,0,0,0,0
0_7_1_Y_0001.png,0,0,0,0
0_2_1_C_0000.png,0,0,0,0
0_3_1_M_0026.png,0,0,0,0
0_2_1_C_0014.png,0,0,0,0
0_3_1_M_0027.png,0,0,0,0
0_2_1_C_0015.png,0,0,0,0
0_2_1_C_0001.png,0,0,0,0
0_7_1_Y_0000.png,0,0,0,0
0_2_1_C_0029.png,0,0,0,0
0_7_1_Y_0014.png,0,0,0,0
0_3_1_Y_0020.png,0,0,0,0
0_7_1_M_0007.png,0,0,0,0
0_7_1_M_0013.png,0,0,0,0
0_3_1_Y_0008.png,0,0,0,0
0_5_1_C_0015.png,0,0,0,0
0_5_1_C_0001.png,0,0,0,0
0_1_1_C_0009.png,0,0,0,0
0_1_1_C_0035.png,0,0,0,0
0_4_1_Y_0008.png,0,0,0,0
0_2_1_M_0034.png,0,0,0,0
0_3_1_C_0006.png,0,0,0,0
0_3_1_C_0012.png,0,0,0,0
0_2_1_M_0020.png,0,0,0,0
0_2_1_M_0008.png,0,0,0,0
0_6_1_Y_0013.png,0,0,0,0
0_6_1_Y_0007.png,0,0,0,0
0_2_1_Y_0033.png,0,0,0,0
0_2_1_Y_0027.png,0,0,0,0
0_6_1_M_0014.png,0,0,0,0
0_6_1_M_0000.png,0,0,0,0
0_4_1_C_0006.png,0,0,0,0
0_4_1_C_0012.png,0,0,0,0
0_1_1_Y_0013.png,0,0,0,0
0_5_1_M_0008.png,0,0,0,0
0_1_1_Y_0007.png,0,0,0,0
0_1_1_M_0028.png,0,0,0,0
0_1_1_M_0014.png,0,0,0,0
0_1_1_M_0000.png,0,0,0,0
0_1_1_M_0016.png,0,0,0,0
0_1_1_M_0002.png,0,0,0,0
0_1_1_Y_0011.png,0,0,0,0
0_1_1_Y_0005.png,0,0,0,0
0_4_1_C_0004.png,0,0,0,0
0_4_1_C_0010.png,0,0,0,0
0_2_1_Y_0019.png,0,0,0,0
0_6_1_M_0002.png,0,0,0,0
0_2_1_Y_0031.png,0,0,0,0
0_2_1_Y_0025.png,0,0,0,0
0_6_1_Y_0011.png,0,0,0,0
0_6_1_Y_0005.png,0,0,0,0
0_3_1_C_0004.png,0,0,0,0
0_2_1_M_0022.png,0,0,0,0
0_3_1_C_0010.png,0,0,0,0
0_1_1_C_0023.png,0,0,0,0
0_8_1_K_0008.png,0,0,0,0
0_5_1_C_0003.png,0,0,0,0
0_7_1_M_0005.png,0,0,0,0
0_7_1_M_0011.png,0,0,0,0
0_3_1_Y_0022.png,0,0,0,0
0_7_1_Y_0002.png,0,0,0,0
0_3_1_M_0019.png,0,0,0,0
0_7_1_Y_0016.png,0,0,0,0
0_2_1_C_0017.png,0,0,0,0
0_3_1_M_0025.png,0,0,0,0
0_2_1_C_0003.png,0,0,0,0
0_2_1_C_0016.png,0,0,0,0
0_3_1_M_0024.png,0,0,0,0
0_7_1_Y_0003.png,0,0,0,0
0_3_1_M_0018.png,0,0,0,0
0_3_1_Y_0023.png,0,0,0,0
0_7_1_M_0010.png,0,0,0,0
0_7_1_M_0004.png,0,0,0,0
0_5_1_C_0002.png,0,0,0,0
0_5_1_C_0016.png,0,0,0,0
0_8_1_K_0009.png,0,0,0,0
0_1_1_C_0022.png,0,0,0,0
0_2_1_M_0023.png,0,0,0,0
0_3_1_C_0005.png,0,0,0,0
0_6_1_Y_0004.png,0,0,0,0
0_6_1_Y_0010.png,0,0,0,0
0_2_1_Y_0024.png,0,0,0,0
0_2_1_Y_0030.png,0,0,0,0
0_2_1_Y_0018.png,0,0,0,0
0_6_1_M_0003.png,0,0,0,0
0_4_1_C_0011.png,0,0,0,0
0_4_1_C_0005.png,0,0,0,0
0_1_1_Y_0004.png,0,0,0,0
0_1_1_Y_0010.png,0,0,0,0
0_1_1_M_0003.png,0,0,0,0
0_1_1_M_0017.png,0,0,0,0
0_1_1_M_0013.png,0,0,0,0
0_5_1_Y_0008.png,0,0,0,0
0_1_1_M_0007.png,0,0,0,0
0_4_1_C_0001.png,0,0,0,0
0_1_1_Y_0028.png,0,0,0,0
0_4_1_C_0015.png,0,0,0,0
0_1_1_Y_0014.png,0,0,0,0
0_1_1_Y_0000.png,0,0,0,0
0_2_1_Y_0034.png,0,0,0,0
0_2_1_Y_0020.png,0,0,0,0
0_2_1_Y_0008.png,0,0,0,0
0_6_1_M_0013.png,0,0,0,0
0_6_1_M_0007.png,0,0,0,0
0_2_1_M_0033.png,0,0,0,0
0_3_1_C_0015.png,0,0,0,0
0_2_1_M_0027.png,0,0,0,0
0_6_1_Y_0014.png,0,0,0,0
0_6_1_Y_0000.png,0,0,0,0
0_3_1_C_0029.png,0,0,0,0
0_1_1_C_0032.png,0,0,0,0
0_1_1_C_0026.png,0,0,0,0
0_5_1_C_0012.png,0,0,0,0
0_5_1_C_0006.png,0,0,0,0
0_4_1_M_0008.png,0,0,0,0
0_3_1_Y_0027.png,0,0,0,0
0_7_1_M_0000.png,0,0,0,0
0_7_1_M_0014.png,0,0,0,0
0_3_1_M_0020.png,0,0,0,0
0_2_1_C_0012.png,0,0,0,0
0_2_1_C_0006.png,0,0,0,0
0_7_1_Y_0007.png,0,0,0,0
0_7_1_Y_0013.png,0,0,0,0
0_3_1_M_0008.png,0,0,0,0
0_7_1_Y_0012.png,0,0,0,0
0_3_1_M_0009.png,0,0,0,0
0_7_1_Y_0006.png,0,0,0,0
0_2_1_C_0007.png,0,0,0,0
0_3_1_M_0021.png,0,0,0,0
0_2_1_C_0013.png,0,0,0,0
0_7_1_M_0015.png,0,0,0,0
0_7_1_M_0001.png,0,0,0,0
0_3_1_Y_0026.png,0,0,0,0
0_4_1_M_0009.png,0,0,0,0
0_5_1_C_0007.png,0,0,0,0
0_1_1_C_0027.png,0,0,0,0
0_1_1_C_0033.png,0,0,0,0
0_3_1_C_0028.png,0,0,0,0
0_6_1_Y_0001.png,0,0,0,0
0_6_1_Y_0015.png,0,0,0,0
0_3_1_C_0014.png,0,0,0,0
0_2_1_M_0026.png,0,0,0,0
0_2_1_M_0032.png,0,0,0,0
0_6_1_M_0006.png,0,0,0,0
0_2_1_Y_0009.png,0,0,0,0
0_6_1_M_0012.png,0,0,0,0
0_7_1_C_0008.png,0,0,0,0
0_2_1_Y_0021.png,0,0,0,0
0_2_1_Y_0035.png,0,0,0,0
0_1_1_Y_0001.png,0,0,0,0
0_1_1_Y_0015.png,0,0,0,0
0_4_1_C_0014.png,0,0,0,0
0_1_1_Y_0029.png,0,0,0,0
0_1_1_M_0006.png,0,0,0,0
0_1_1_M_0012.png,0,0,0,0
0_5_1_Y_0009.png,0,0,0,0
0_1_1_M_0004.png,0,0,0,0
0_1_1_M_0010.png,0,0,0,0
0_4_1_C_0002.png,0,0,0,0
0_1_1_Y_0003.png,0,0,0,0
0_1_1_Y_0017.png,0,0,0,0
0_2_1_Y_0023.png,0,0,0,0
0_6_1_M_0004.png,0,0,0,0
0_6_1_M_0010.png,0,0,0,0
0_2_1_M_0024.png,0,0,0,0
0_3_1_C_0002.png,0,0,0,0
0_2_1_M_0030.png,0,0,0,0
0_2_1_M_0018.png,0,0,0,0
0_6_1_Y_0003.png,0,0,0,0
0_1_1_C_0019.png,0,0,0,0
0_1_1_C_0025.png,0,0,0,0
0_1_1_C_0031.png,0,0,0,0
0_5_1_C_0005.png,0,0,0,0
0_5_1_C_0011.png,0,0,0,0
0_3_1_Y_0030.png,0,0,0,0
0_3_1_Y_0024.png,0,0,0,0
0_7_1_M_0003.png,0,0,0,0
0_3_1_Y_0018.png,0,0,0,0
0_2_1_C_0005.png,0,0,0,0
0_2_1_C_0011.png,0,0,0,0
0_3_1_M_0023.png,0,0,0,0
0_7_1_Y_0010.png,0,0,0,0
0_7_1_Y_0004.png,0,0,0,0
0_7_1_Y_0005.png,0,0,0,0
0_7_1_Y_0011.png,0,0,0,0
0_2_1_C_0010.png,0,0,0,0
0_3_1_M_0022.png,0,0,0,0
0_2_1_C_0004.png,0,0,0,0
0_7_1_M_0002.png,0,0,0,0
0_3_1_Y_0019.png,0,0,0,0
0_7_1_M_0016.png,0,0,0,0
0_3_1_Y_0025.png,0,0,0,0
0_3_1_Y_0031.png,0,0,0,0
0_5_1_C_0010.png,0,0,0,0
0_5_1_C_0004.png,0,0,0,0
0_1_1_C_0030.png,0,0,0,0
0_1_1_C_0024.png,0,0,0,0
0_6_1_Y_0016.png,0,0,0,0
0_2_1_M_0019.png,0,0,0,0
0_6_1_Y_0002.png,0,0,0,0
0_3_1_C_0003.png,0,0,0,0
0_2_1_M_0031.png,0,0,0,0
0_2_1_M_0025.png,0,0,0,0
0_6_1_M_0011.png,0,0,0,0
0_6_1_M_0005.png,0,0,0,0
0_2_1_Y_0022.png,0,0,0,0
0_1_1_Y_0016.png,0,0,0,0
0_1_1_Y_0002.png,0,0,0,0
0_4_1_C_0003.png,0,0,0,0
0_1_1_M_0011.png,0,0,0,0
0_1_1_M_0005.png,0,0,0,0
0_1_1_M_0020.png,0,0,0,0
0_1_1_M_0034.png,0,0,0,0
0_5_1_Y_0007.png,0,0,0,0
0_1_1_M_0008.png,0,0,0,0
0_5_1_Y_0013.png,0,0,0,0
0_1_1_Y_0027.png,0,0,0,0
0_1_1_Y_0033.png,0,0,0,0
0_5_1_M_0000.png,0,0,0,0
0_5_1_M_0014.png,0,0,0,0
0_7_1_C_0012.png,0,0,0,0
0_7_1_C_0006.png,0,0,0,0
0_2_1_Y_0007.png,0,0,0,0
0_2_1_Y_0013.png,0,0,0,0
0_6_1_M_0008.png,0,0,0,0
0_2_1_M_0028.png,0,0,0,0
0_2_1_M_0000.png,0,0,0,0
0_2_1_M_0014.png,0,0,0,0
0_3_1_C_0026.png,0,0,0,0
0_1_1_C_0015.png,0,0,0,0
0_4_1_Y_0014.png,0,0,0,0
0_4_1_Y_0000.png,0,0,0,0
0_1_1_C_0029.png,0,0,0,0
0_8_1_K_0002.png,0,0,0,0
0_4_1_M_0007.png,0,0,0,0
0_6_1_C_0001.png,0,0,0,0
0_3_1_Y_0028.png,0,0,0,0
0_6_1_C_0015.png,0,0,0,0
0_2_1_C_0009.png,0,0,0,0
0_7_1_Y_0008.png,0,0,0,0
0_3_1_M_0013.png,0,0,0,0
0_3_1_M_0007.png,0,0,0,0
0_2_1_C_0035.png,0,0,0,0
0_3_1_M_0006.png,0,0,0,0
0_2_1_C_0034.png,0,0,0,0
0_7_1_Y_0009.png,0,0,0,0
0_3_1_M_0012.png,0,0,0,0
0_2_1_C_0008.png,0,0,0,0
0_3_1_Y_0001.png,0,0,0,0
0_3_1_Y_0015.png,0,0,0,0
0_6_1_C_0014.png,0,0,0,0
0_3_1_Y_0029.png,0,0,0,0
0_6_1_C_0000.png,0,0,0,0
0_4_1_M_0006.png,0,0,0,0
0_4_1_M_0012.png,0,0,0,0
0_8_1_K_0003.png,0,0,0,0
0_1_1_C_0028.png,0,0,0,0
0_4_1_Y_0001.png,0,0,0,0
0_4_1_Y_0015.png,0,0,0,0
0_1_1_C_0014.png,0,0,0,0
0_2_1_M_0015.png,0,0,0,0
0_3_1_C_0027.png,0,0,0,0
0_2_1_M_0001.png,0,0,0,0
0_2_1_M_0029.png,0,0,0,0
0_2_1_Y_0012.png,0,0,0,0
0_6_1_M_0009.png,0,0,0,0
0_2_1_Y_0006.png,0,0,0,0
0_7_1_C_0007.png,0,0,0,0
0_7_1_C_0013.png,0,0,0,0
0_5_1_M_0001.png,0,0,0,0
0_1_1_Y_0032.png,0,0,0,0
0_1_1_Y_0026.png,0,0,0,0
0_1_1_M_0009.png,0,0,0,0
0_5_1_Y_0012.png,0,0,0,0
0_5_1_Y_0006.png,0,0,0,0
0_1_1_M_0035.png,0,0,0,0
0_1_1_M_0021.png,0,0,0,0
0_1_1_M_0023.png,0,0,0,0
0_5_1_Y_0010.png,0,0,0,0
0_5_1_Y_0004.png,0,0,0,0
0_1_1_Y_0030.png,0,0,0,0
0_1_1_Y_0024.png,0,0,0,0
0_1_1_Y_0018.png,0,0,0,0
0_5_1_M_0003.png,0,0,0,0
0_7_1_C_0005.png,0,0,0,0
0_7_1_C_0011.png,0,0,0,0
0_2_1_Y_0010.png,0,0,0,0
0_2_1_Y_0004.png,0,0,0,0
0_2_1_M_0017.png,0,0,0,0
0_2_1_M_0003.png,0,0,0,0
0_3_1_C_0031.png,0,0,0,0
0_4_1_Y_0003.png,0,0,0,0
0_4_1_M_0004.png,0,0,0,0
0_8_1_K_0015.png,0,0,0,0
0_8_1_K_0001.png,0,0,0,0
0_4_1_M_0010.png,0,0,0,0
0_6_1_C_0016.png,0,0,0,0
0_6_1_C_0002.png,0,0,0,0
0_3_1_Y_0003.png,0,0,0,0
0_3_1_Y_0017.png,0,0,0,0
0_3_1_M_0004.png,0,0,0,0
0_3_1_M_0010.png,0,0,0,0
0_2_1_C_0022.png,0,0,0,0
0_3_1_M_0011.png,0,0,0,0
0_2_1_C_0023.png,0,0,0,0
0_3_1_M_0005.png,0,0,0,0
0_3_1_Y_0016.png,0,0,0,0
0_6_1_C_0003.png,0,0,0,0
0_8_1_K_0000.png,0,0,0,0
0_4_1_M_0011.png,0,0,0,0
0_4_1_M_0005.png,0,0,0,0
0_8_1_K_0014.png,0,0,0,0
0_4_1_Y_0002.png,0,0,0,0
0_1_1_C_0017.png,0,0,0,0
0_2_1_M_0002.png,0,0,0,0
0_3_1_C_0030.png,0,0,0,0
0_3_1_C_0024.png,0,0,0,0
0_2_1_M_0016.png,0,0,0,0
0_2_1_Y_0005.png,0,0,0,0
0_2_1_Y_0011.png,0,0,0,0
0_7_1_C_0010.png,0,0,0,0
0_7_1_C_0004.png,0,0,0,0
0_1_1_Y_0019.png,0,0,0,0
0_5_1_M_0002.png,0,0,0,0
0_1_1_Y_0025.png,0,0,0,0
0_1_1_Y_0031.png,0,0,0,0
0_5_1_Y_0005.png,0,0,0,0
0_5_1_Y_0011.png,0,0,0,0
0_1_1_M_0022.png,0,0,0,0
0_5_1_Y_0015.png,0,0,0,0
0_5_1_Y_0001.png,0,0,0,0
0_1_1_M_0032.png,0,0,0,0
0_1_1_M_0026.png,0,0,0,0
0_1_1_Y_0009.png,0,0,0,0
0_5_1_M_0012.png,0,0,0,0
0_5_1_M_0006.png,0,0,0,0
0_1_1_Y_0035.png,0,0,0,0
0_1_1_Y_0021.png,0,0,0,0
0_2_1_Y_0015.png,0,0,0,0
0_2_1_Y_0001.png,0,0,0,0
0_2_1_Y_0029.png,0,0,0,0
0_7_1_C_0000.png,0,0,0,0
0_2_1_M_0012.png,0,0,0,0
0_6_1_Y_0009.png,0,0,0,0
0_3_1_C_0020.png,0,0,0,0
0_2_1_M_0006.png,0,0,0,0
0_3_1_C_0008.png,0,0,0,0
0_4_1_Y_0006.png,0,0,0,0
0_4_1_Y_0012.png,0,0,0,0
0_1_1_C_0013.png,0,0,0,0
0_1_1_C_0007.png,0,0,0,0
0_8_1_K_0010.png,0,0,0,0
0_4_1_M_0001.png,0,0,0,0
0_8_1_K_0004.png,0,0,0,0
0_3_1_Y_0006.png,0,0,0,0
0_7_1_M_0009.png,0,0,0,0
0_6_1_C_0013.png,0,0,0,0
0_6_1_C_0007.png,0,0,0,0
0_3_1_M_0001.png,0,0,0,0
0_2_1_C_0027.png,0,0,0,0
0_3_1_M_0015.png,0,0,0,0
0_3_1_M_0029.png,0,0,0,0
0_3_1_M_0028.png,0,0,0,0
0_2_1_C_0026.png,0,0,0,0
0_3_1_M_0014.png,0,0,0,0
0_3_1_M_0000.png,0,0,0,0
0_2_1_C_0032.png,0,0,0,0
0_6_1_C_0006.png,0,0,0,0
0_6_1_C_0012.png,0,0,0,0
0_7_1_M_0008.png,0,0,0,0
0_3_1_Y_0013.png,0,0,0,0
0_3_1_Y_0007.png,0,0,0,0
0_8_1_K_0005.png,0,0,0,0
0_8_1_K_0011.png,0,0,0,0
0_4_1_M_0000.png,0,0,0,0
0_1_1_C_0006.png,0,0,0,0
0_1_1_C_0012.png,0,0,0,0
0_4_1_Y_0013.png,0,0,0,0
0_4_1_Y_0007.png,0,0,0,0
0_2_1_M_0007.png,0,0,0,0
0_2_1_M_0013.png,0,0,0,0
0_6_1_Y_0008.png,0,0,0,0
0_7_1_C_0015.png,0,0,0,0
0_7_1_C_0001.png,0,0,0,0
0_2_1_Y_0028.png,0,0,0,0
0_2_1_Y_0000.png,0,0,0,0
0_2_1_Y_0014.png,0,0,0,0
0_1_1_Y_0020.png,0,0,0,0
0_4_1_C_0009.png,0,0,0,0
0_1_1_Y_0034.png,0,0,0,0
0_5_1_M_0007.png,0,0,0,0
0_1_1_Y_0008.png,0,0,0,0
0_5_1_M_0013.png,0,0,0,0
0_1_1_M_0027.png,0,0,0,0
0_1_1_M_0033.png,0,0,0,0
0_5_1_Y_0000.png,0,0,0,0
0_5_1_Y_0014.png,0,0,0,0
0_1_1_M_0019.png,0,0,0,0
0_5_1_Y_0002.png,0,0,0,0
0_5_1_Y_0016.png,0,0,0,0
0_1_1_M_0025.png,0,0,0,0
0_1_1_M_0031.png,0,0,0,0
0_5_1_M_0005.png,0,0,0,0
0_5_1_M_0011.png,0,0,0,0
0_1_1_Y_0022.png,0,0,0,0
0_2_1_Y_0002.png,0,0,0,0
0_2_1_Y_0016.png,0,0,0,0
0_7_1_C_0003.png,0,0,0,0
0_2_1_M_0005.png,0,0,0,0
0_2_1_M_0011.png,0,0,0,0
0_4_1_Y_0011.png,0,0,0,0
0_4_1_Y_0005.png,0,0,0,0
0_1_1_C_0010.png,0,0,0,0
0_8_1_K_0007.png,0,0,0,0
0_4_1_M_0002.png,0,0,0,0
0_8_1_K_0013.png,0,0,0,0
0_3_1_Y_0011.png,0,0,0,0
0_3_1_Y_0005.png,0,0,0,0
0_6_1_C_0004.png,0,0,0,0
0_6_1_C_0010.png,0,0,0,0
0_3_1_M_0016.png,0,0,0,0
0_2_1_C_0024.png,0,0,0,0
0_2_1_C_0030.png,0,0,0,0
0_3_1_M_0002.png,0,0,0,0
0_2_1_C_0019.png,0,0,0,0
0_3_1_M_0003.png,0,0,0,0
0_3_1_M_0017.png,0,0,0,0
0_2_1_C_0025.png,0,0,0,0
0_6_1_C_0011.png,0,0,0,0
0_6_1_C_0005.png,0,0,0,0
0_3_1_Y_0004.png,0,0,0,0
0_4_1_M_0003.png,0,0,0,0
0_8_1_K_0012.png,0,0,0,0
0_8_1_K_0006.png,0,0,0,0
0_1_1_C_0011.png,0,0,0,0
0_4_1_Y_0004.png,0,0,0,0
0_4_1_Y_0010.png,0,0,0,0
0_3_1_C_0022.png,0,0,0,0
0_2_1_M_0010.png,0,0,0,0
0_2_1_M_0004.png,0,0,0,0
0_7_1_C_0002.png,0,0,0,0
0_7_1_C_0016.png,0,0,0,0
0_2_1_Y_0017.png,0,0,0,0
0_2_1_Y_0003.png,0,0,0,0
0_1_1_Y_0023.png,0,0,0,0
0_5_1_M_0010.png,0,0,0,0
0_5_1_M_0004.png,0,0,0,0
0_1_1_M_0030.png,0,0,0,0
0_1_1_M_0024.png,0,0,0,0
0_1_1_M_0018.png,0,0,0,0
0_5_1_Y_0003.png,0,0,0,0
0_2_1_K_0006.png,0,0,0,0
0_2_1_K_0012.png,0,0,0,0
0_1_1_K_0026.png,0,0,0,0
0_1_1_K_0032.png,0,0,0,0
0_5_1_K_0006.png,0,0,0,0
0_5_1_K_0012.png,0,0,0,0
0_7_1_K_0009.png,0,0,0,0
0_8_1_Y_0003.png,0,0,0,0
0_4_1_K_0015.png,0,0,0,0
0_8_1_M_0004.png,0,0,0,0
0_8_1_M_0010.png,0,0,0,0
0_8_1_M_0011.png,0,0,0,0
0_4_1_K_0014.png,0,0,0,0
0_8_1_M_0005.png,0,0,0,0
0_8_1_Y_0002.png,0,0,0,0
0_7_1_K_0008.png,0,0,0,0
0_5_1_K_0013.png,0,0,0,0
0_5_1_K_0007.png,0,0,0,0
0_1_1_K_0027.png,0,0,0,0
0_2_1_K_0013.png,0,0,0,0
0_2_1_K_0007.png,0,0,0,0
0_2_1_K_0011.png,0,0,0,0
0_2_1_K_0005.png,0,0,0,0
0_1_1_K_0019.png,0,0,0,0
0_1_1_K_0031.png,0,0,0,0
0_1_1_K_0025.png,0,0,0,0
0_5_1_K_0011.png,0,0,0,0
0_5_1_K_0005.png,0,0,0,0
0_3_1_K_0002.png,0,0,0,0
0_8_1_Y_0014.png,0,0,0,0
0_8_1_Y_0000.png,0,0,0,0
0_8_1_M_0013.png,0,0,0,0
0_8_1_M_0007.png,0,0,0,0
0_8_1_M_0006.png,0,0,0,0
0_4_1_K_0003.png,0,0,0,0
0_8_1_M_0012.png,0,0,0,0
0_8_1_Y_0001.png,0,0,0,0
0_8_1_Y_0015.png,0,0,0,0
0_5_1_K_0004.png,0,0,0,0
0_5_1_K_0010.png,0,0,0,0
0_1_1_K_0024.png,0,0,0,0
0_1_1_K_0030.png,0,0,0,0
0_1_1_K_0018.png,0,0,0,0
0_2_1_K_0004.png,0,0,0,0
0_2_1_K_0010.png,0,0,0,0
0_6_1_K_0008.png,0,0,0,0
0_2_1_K_0028.png,0,0,0,0
0_2_1_K_0014.png,0,0,0,0
0_2_1_K_0000.png,0,0,0,0
0_1_1_K_0020.png,0,0,0,0
0_1_1_K_0008.png,0,0,0,0
0_5_1_K_0014.png,0,0,0,0
0_5_1_K_0000.png,0,0,0,0
0_8_1_Y_0011.png,0,0,0,0
0_8_1_Y_0005.png,0,0,0,0
0_4_1_K_0007.png,0,0,0,0
0_4_1_K_0013.png,0,0,0,0
0_8_1_M_0002.png,0,0,0,0
0_4_1_K_0012.png,0,0,0,0
0_8_1_M_0003.png,0,0,0,0
0_4_1_K_0006.png,0,0,0,0
0_8_1_Y_0004.png,0,0,0,0
0_8_1_Y_0010.png,0,0,0,0
0_5_1_K_0001.png,0,0,0,0
0_1_1_K_0009.png,0,0,0,0
0_1_1_K_0021.png,0,0,0,0
0_2_1_K_0001.png,0,0,0,0
0_2_1_K_0015.png,0,0,0,0
0_2_1_K_0029.png,0,0,0,0
0_6_1_K_0009.png,0,0,0,0
0_2_1_K_0003.png,0,0,0,0
0_2_1_K_0017.png,0,0,0,0
0_1_1_K_0023.png,0,0,0,0
0_5_1_K_0003.png,0,0,0,0
0_8_1_Y_0006.png,0,0,0,0
0_8_1_Y_0012.png,0,0,0,0
0_8_1_M_0001.png,0,0,0,0
0_4_1_K_0010.png,0,0,0,0
0_8_1_M_0015.png,0,0,0,0
0_8_1_M_0014.png,0,0,0,0
0_8_1_M_0000.png,0,0,0,0
