filename,color,true_level,pred_level,confidence,correct,error_gap
lvl3_Scanned_Documents_(114)_13_1_Y_0001.png,Y,3,5,0.4468,False,2
lvl5_Scanned_Documents_(118)_1_1_Y_0014.png,Y,5,3,0.4568,False,2
lvl5_Scanned_Documents_(118)_1_1_Y_0008.png,Y,5,3,0.6762,False,2
lvl3_Scanned_Documents_(114)_15_1_Y_0016.png,Y,3,1,0.7102,False,2
lvl3_Scanned_Documents_(114)_11_1_Y_0003.png,Y,3,1,0.7134,False,2
lvl3_Scanned_Documents_(114)_10_1_Y_0010.png,Y,3,5,0.7307,False,2
lvl1_Scanned_Documents_(108)_16_1_Y_0001.png,Y,1,3,0.7826,False,2
lvl5_Scanned_Documents_(118)_4_1_Y_0012.png,Y,5,3,0.8104,False,2
lvl1_Scanned_Documents_(108)_17_1_Y_0012.png,Y,1,3,0.8133,False,2
lvl5_Scanned_Documents_(118)_3_1_Y_0008.png,Y,5,3,0.8145,False,2
lvl3_Scanned_Documents_(114)_15_1_Y_0005.png,Y,3,1,0.8642,False,2
lvl5_Scanned_Documents_(118)_5_1_Y_0011.png,Y,5,3,0.9091,False,2
lvl2_Scanned_Documents_(111)_19_1_Y_0016.png,Y,2,3,0.2995,False,1
lvl4_Scanned_Documents_(119)_10_1_Y_0007.png,Y,4,3,0.3944,False,1
lvl3_Scanned_Documents_(114)_17_1_Y_0001.png,Y,3,2,0.4151,False,1
lvl2_Scanned_Documents_(111)_19_1_Y_0014.png,Y,2,1,0.4479,False,1
lvl2_Scanned_Documents_(111)_19_1_Y_0012.png,Y,2,1,0.4525,False,1
lvl3_Scanned_Documents_(114)_11_1_Y_0010.png,Y,3,2,0.4696,False,1
lvl3_Scanned_Documents_(114)_10_1_Y_0016.png,Y,3,2,0.4772,False,1
lvl2_Scanned_Documents_(110)_9_1_Y_0001.png,Y,2,3,0.4777,False,1
lvl1_Scanned_Documents_(108)_19_1_Y_0002.png,Y,1,2,0.4782,False,1
lvl3_Scanned_Documents_(114)_16_1_Y_0008.png,Y,3,2,0.4806,False,1
lvl3_Scanned_Documents_(113)_2_1_Y_0016.png,Y,3,2,0.5054,False,1
lvl3_Scanned_Documents_(114)_12_1_Y_0001.png,Y,3,2,0.5105,False,1
lvl2_Scanned_Documents_(111)_15_1_Y_0014.png,Y,2,3,0.5294,False,1
lvl3_Scanned_Documents_(114)_16_1_Y_0003.png,Y,3,2,0.5344,False,1
lvl2_Scanned_Documents_(110)_2_1_Y_0003.png,Y,2,1,0.5415,False,1
lvl2_Scanned_Documents_(110)_1_1_Y_0010.png,Y,2,1,0.5499,False,1
lvl3_Scanned_Documents_(113)_2_1_Y_0012.png,Y,3,2,0.5708,False,1
lvl1_Scanned_Documents_(108)_10_1_Y_0015.png,Y,1,2,0.574,False,1
lvl2_Scanned_Documents_(111)_12_1_Y_0001.png,Y,2,3,0.5771,False,1
lvl2_Scanned_Documents_(110)_1_1_Y_0016.png,Y,2,3,0.5882,False,1
lvl3_Scanned_Documents_(114)_10_1_Y_0014.png,Y,3,2,0.596,False,1
lvl3_Scanned_Documents_(113)_2_1_Y_0009.png,Y,3,2,0.5973,False,1
lvl3_Scanned_Documents_(114)_13_1_Y_0004.png,Y,3,2,0.6035,False,1
lvl1_Scanned_Documents_(108)_15_1_Y_0006.png,Y,1,2,0.621,False,1
lvl3_Scanned_Documents_(114)_11_1_Y_0007.png,Y,3,2,0.624,False,1
lvl1_Scanned_Documents_(108)_17_1_Y_0001.png,Y,1,2,0.6242,False,1
lvl2_Scanned_Documents_(111)_19_1_Y_0013.png,Y,2,1,0.6371,False,1
lvl2_Scanned_Documents_(111)_19_1_Y_0015.png,Y,2,1,0.6405,False,1
lvl3_Scanned_Documents_(113)_2_1_Y_0008.png,Y,3,2,0.651,False,1
lvl1_Scanned_Documents_(108)_18_1_Y_0007.png,Y,1,2,0.6722,False,1
lvl2_Scanned_Documents_(111)_20_1_Y_0001.png,Y,2,1,0.6731,False,1
lvl3_Scanned_Documents_(114)_11_1_Y_0004.png,Y,3,2,0.6849,False,1
lvl2_Scanned_Documents_(111)_14_1_Y_0005.png,Y,2,3,0.6875,False,1
lvl3_Scanned_Documents_(113)_3_1_Y_0009.png,Y,3,2,0.6986,False,1
lvl3_Scanned_Documents_(114)_16_1_Y_0010.png,Y,3,2,0.7032,False,1
lvl3_Scanned_Documents_(113)_2_1_Y_0015.png,Y,3,2,0.7081,False,1
lvl3_Scanned_Documents_(113)_4_1_Y_0016.png,Y,3,2,0.7121,False,1
lvl1_Scanned_Documents_(108)_18_1_Y_0006.png,Y,1,2,0.7174,False,1
lvl3_Scanned_Documents_(114)_11_1_Y_0016.png,Y,3,2,0.7304,False,1
lvl3_Scanned_Documents_(114)_13_1_Y_0016.png,Y,3,2,0.7325,False,1
lvl2_Scanned_Documents_(110)_7_1_Y_0004.png,Y,2,1,0.7489,False,1
lvl3_Scanned_Documents_(113)_5_1_Y_0015.png,Y,3,2,0.7682,False,1
lvl3_Scanned_Documents_(113)_3_1_Y_0010.png,Y,3,2,0.7782,False,1
lvl2_Scanned_Documents_(111)_13_1_Y_0005.png,Y,2,3,0.7924,False,1
lvl2_Scanned_Documents_(110)_7_1_Y_0009.png,Y,2,1,0.7941,False,1
lvl1_Scanned_Documents_(108)_17_1_Y_0004.png,Y,1,2,0.798,False,1
lvl1_Scanned_Documents_(108)_17_1_Y_0010.png,Y,1,2,0.8048,False,1
lvl3_Scanned_Documents_(114)_17_1_Y_0005.png,Y,3,2,0.8055,False,1
lvl2_Scanned_Documents_(110)_8_1_Y_0012.png,Y,2,3,0.8542,False,1
lvl3_Scanned_Documents_(113)_5_1_Y_0016.png,Y,3,2,0.8687,False,1
lvl1_Scanned_Documents_(108)_18_1_Y_0008.png,Y,1,2,0.8808,False,1
lvl1_Scanned_Documents_(108)_17_1_Y_0009.png,Y,1,2,0.8826,False,1
lvl3_Scanned_Documents_(114)_15_1_Y_0015.png,Y,3,2,0.8846,False,1
lvl1_Scanned_Documents_(108)_17_1_Y_0002.png,Y,1,2,0.8918,False,1
lvl2_Scanned_Documents_(110)_7_1_Y_0003.png,Y,2,1,0.8964,False,1
lvl2_Scanned_Documents_(111)_13_1_Y_0007.png,Y,2,3,0.9031,False,1
lvl2_Scanned_Documents_(110)_7_1_Y_0010.png,Y,2,1,0.9044,False,1
lvl1_Scanned_Documents_(108)_17_1_Y_0008.png,Y,1,2,0.9135,False,1
lvl3_Scanned_Documents_(113)_3_1_Y_0017.png,Y,3,2,0.9175,False,1
lvl2_Scanned_Documents_(110)_1_1_Y_0011.png,Y,2,1,0.9779,False,1
lvl2_Scanned_Documents_(110)_7_1_Y_0016.png,Y,2,1,0.9784,False,1
lvl3_Scanned_Documents_(114)_12_1_Y_0004.png,Y,3,2,0.9791,False,1
